number_of_sentences,number_of_words,average_negative_score,average_positive_score,number_of_negating_words,contains_bad,contains_worst,contains_stupid,contains_waste,contains_boring,contains_love,contains_wonderful,contains_best,contains_great,contains_superb,contains_beautiful,filename,sentiment
3,91,4.75,3.75,1,False,False,False,False,False,False,False,False,False,False,False,10263_4.txt,negative
8,158,6.125,7.25,3,False,False,False,False,False,False,False,False,False,False,False,10264_4.txt,negative
9,132,5.375,5.375,2,False,False,False,False,False,False,False,False,False,False,False,10265_2.txt,negative
9,193,5.0,5.5,2,False,False,True,False,False,False,False,False,False,False,False,10266_1.txt,negative
3,42,2.0,2.0,0,True,True,False,False,False,False,False,False,False,False,False,10267_1.txt,negative
8,125,4.5,6.25,2,False,True,False,False,False,False,False,True,False,False,False,10268_1.txt,negative
8,123,5.625,6.375,1,False,False,False,False,False,False,False,False,False,False,False,10269_1.txt,negative
9,209,5.5,6.375,5,False,True,False,True,False,False,False,False,True,False,False,1026_3.txt,negative
14,211,9.0,7.5,3,True,True,False,False,False,False,False,False,False,False,False,10270_1.txt,negative
12,182,8.375,13.125,3,False,True,False,True,False,False,False,False,True,False,False,10271_1.txt,negative
13,228,7.875,6.375,4,True,False,False,False,False,False,False,False,False,False,False,10272_1.txt,negative
18,303,11.75,12.875,2,True,True,False,True,True,False,False,False,False,False,False,10273_2.txt,negative
9,196,6.625,5.75,1,False,False,False,False,False,False,False,False,True,False,True,10274_4.txt,negative
6,133,6.625,4.625,0,False,False,True,False,False,False,False,True,False,False,False,10275_3.txt,negative
13,171,8.125,3.5,1,False,False,False,False,False,False,False,True,False,False,False,10276_1.txt,negative
14,136,4.625,4.125,2,True,False,False,True,False,False,False,False,False,False,False,10277_1.txt,negative
15,275,9.625,8.25,4,True,True,False,False,False,False,False,False,False,False,False,10278_1.txt,negative
8,117,8.25,5.875,2,False,False,False,False,False,True,False,False,False,False,False,10279_3.txt,negative
18,245,11.5,11.375,4,False,False,False,False,False,False,False,False,True,False,False,1027_1.txt,negative
9,133,6.75,5.875,2,False,False,False,False,False,False,False,False,True,False,False,10280_3.txt,negative
10,135,3.833,6.167,1,True,False,False,False,False,False,False,False,False,False,False,10281_1.txt,negative
10,138,4.125,5.125,3,False,False,False,False,False,False,False,False,True,False,False,10282_2.txt,negative
16,555,19.625,20.5,14,False,False,True,True,False,False,False,False,True,False,False,10283_1.txt,negative
11,249,9.5,13.25,4,False,False,False,False,False,False,False,False,False,False,False,10284_3.txt,negative
20,519,19.75,26.625,8,True,False,True,False,True,False,False,False,False,False,False,10285_3.txt,negative
6,179,8.5,7.0,1,True,False,False,False,False,False,False,False,False,False,False,10286_1.txt,negative
21,501,15.25,14.5,6,False,False,False,False,False,False,False,False,False,False,False,10287_4.txt,negative
7,109,6.0,3.375,1,True,True,True,False,False,True,False,False,False,False,False,10288_1.txt,negative
9,144,8.25,7.625,2,False,True,False,False,False,False,False,False,False,False,False,10289_1.txt,negative
34,617,23.5,30.375,12,True,False,False,False,False,False,False,False,True,False,False,1028_3.txt,negative
8,99,1.0,4.5,2,False,False,False,False,False,False,False,False,False,False,False,10290_1.txt,negative
9,193,10.0,5.125,2,False,False,False,False,False,True,False,False,False,False,False,10291_4.txt,negative
16,237,9.5,6.375,4,False,False,False,False,False,False,False,False,False,True,False,10292_3.txt,negative
18,177,8.25,6.375,3,False,False,False,True,True,False,False,False,False,False,False,10293_4.txt,negative
9,134,7.75,5.125,11,False,False,False,False,False,False,False,False,False,False,True,10294_1.txt,negative
7,116,4.5,3.875,0,False,False,False,False,False,False,False,True,False,False,True,10295_1.txt,negative
10,192,5.125,4.375,2,False,False,False,False,False,False,False,False,False,False,False,10296_1.txt,negative
36,957,33.875,38.75,18,False,False,False,False,False,False,False,False,False,False,False,10297_3.txt,negative
11,161,5.0,6.625,1,False,False,False,False,False,False,False,False,False,False,False,10298_4.txt,negative
13,148,4.25,3.625,0,False,False,False,False,False,False,False,False,False,False,False,10299_4.txt,negative
15,237,4.75,5.25,3,True,False,False,False,False,False,False,False,False,False,False,1029_3.txt,negative
13,183,5.375,4.125,2,False,True,False,False,False,False,False,True,False,False,False,102_1.txt,negative
8,115,4.625,5.75,3,True,False,False,False,True,False,False,False,False,False,False,10300_3.txt,negative
13,225,11.125,8.875,3,False,False,False,False,False,True,False,False,False,False,False,10301_4.txt,negative
13,215,8.222,8.778,6,False,False,False,False,False,False,False,True,False,False,False,10302_1.txt,negative
12,255,11.875,6.375,3,True,False,False,False,False,False,False,False,False,False,False,10303_1.txt,negative
11,185,10.25,4.625,0,False,False,False,False,False,False,False,False,False,False,False,10304_1.txt,negative
10,201,7.5,8.75,3,False,False,False,True,False,False,False,False,False,False,False,10305_4.txt,negative
26,453,16.375,16.75,6,False,False,False,False,False,False,False,True,False,False,False,10306_4.txt,negative
15,327,9.375,9.625,2,False,False,False,False,False,False,False,False,False,False,False,10307_2.txt,negative
12,146,5.375,2.5,1,True,False,False,False,False,False,False,False,False,False,False,10308_1.txt,negative
14,241,6.25,7.75,3,True,True,False,False,False,False,False,False,False,False,False,10309_3.txt,negative
2,56,2.5,2.5,1,False,False,False,False,False,False,False,False,False,False,False,1030_2.txt,negative
13,186,8.875,4.75,3,False,False,False,False,False,False,False,False,False,False,False,10310_2.txt,negative
11,148,7.125,6.5,1,False,False,False,False,False,False,False,False,False,False,False,10311_3.txt,negative
14,298,11.625,10.125,3,False,False,False,False,False,True,False,False,False,False,False,10312_4.txt,negative
8,161,6.5,7.625,0,False,False,False,False,False,False,False,False,True,False,False,10313_4.txt,negative
11,207,7.625,10.625,4,True,False,False,False,False,False,False,False,False,False,False,10314_4.txt,negative
14,162,8.125,9.0,3,False,False,False,False,False,False,False,False,False,False,False,10315_2.txt,negative
7,293,10.5,7.75,5,True,False,False,False,False,False,False,False,False,False,False,10316_3.txt,negative
11,114,5.056,6.694,2,True,False,False,False,False,False,False,False,False,False,False,10317_1.txt,negative
13,270,9.25,9.5,5,True,False,False,False,False,False,False,False,False,False,False,10318_2.txt,negative
13,228,8.0,8.375,2,False,False,False,False,False,False,False,False,False,False,False,10319_1.txt,negative
14,212,6.625,7.5,2,False,False,False,False,False,False,False,False,False,False,False,1031_2.txt,negative
12,229,8.597000000000001,9.403,5,False,False,True,False,False,False,False,False,False,False,False,10320_2.txt,negative
7,201,7.75,4.125,4,False,False,False,False,False,False,False,False,True,False,False,10321_2.txt,negative
9,194,7.5,7.375,2,False,False,False,False,False,False,False,False,False,False,False,10322_2.txt,negative
9,213,11.875,11.625,6,True,False,False,False,False,False,False,False,True,False,False,10323_1.txt,negative
5,126,4.25,3.5,0,True,False,False,False,True,False,False,False,False,False,False,10324_2.txt,negative
12,139,8.375,10.25,7,False,False,False,False,False,False,False,True,False,False,False,10325_1.txt,negative
37,552,19.875,18.5,11,False,False,False,False,False,True,False,False,False,False,False,10326_1.txt,negative
25,496,14.375,18.125,5,False,False,False,False,False,False,False,False,True,False,False,10327_1.txt,negative
10,127,6.0,2.75,0,True,False,False,False,False,False,False,True,False,False,False,10328_4.txt,negative
8,124,7.375,4.375,0,False,False,False,False,False,False,False,False,False,False,False,10329_1.txt,negative
7,171,6.125,5.5,1,False,False,False,False,False,False,False,False,False,False,False,1032_1.txt,negative
9,186,9.125,7.75,4,True,False,True,False,False,False,False,False,False,False,False,10330_1.txt,negative
8,189,5.75,3.5,1,False,False,False,False,False,False,False,False,False,False,False,10331_2.txt,negative
10,128,5.375,3.0,3,False,False,False,False,False,False,False,False,True,False,False,10332_1.txt,negative
9,151,7.5,10.625,4,False,False,False,False,False,False,False,False,False,False,False,10333_1.txt,negative
5,97,5.125,5.375,2,False,False,False,False,False,False,False,False,False,False,False,10334_3.txt,negative
5,93,5.625,4.875,0,True,False,False,False,False,False,False,False,False,False,False,10335_3.txt,negative
6,46,2.5,3.0,2,False,False,False,False,False,False,False,False,False,False,False,10336_4.txt,negative
12,161,4.75,5.875,1,False,True,False,False,False,False,False,False,True,False,False,10337_3.txt,negative
12,233,7.0,7.875,0,True,True,False,False,False,False,False,False,False,False,False,10338_2.txt,negative
4,138,6.875,5.0,0,False,False,False,False,False,False,False,False,False,False,False,10339_2.txt,negative
10,178,6.25,7.75,2,True,False,False,False,False,True,False,False,False,False,False,1033_4.txt,negative
9,157,5.0,5.875,2,False,True,False,False,False,False,False,False,False,False,False,10340_1.txt,negative
14,204,6.347,8.153,5,False,True,False,False,False,False,False,False,False,False,False,10341_1.txt,negative
4,94,2.125,1.0,0,False,False,False,False,False,False,False,False,False,False,False,10342_2.txt,negative
9,137,6.5,4.625,2,False,False,False,False,True,False,False,False,False,False,False,10343_3.txt,negative
13,220,8.0,7.75,2,True,False,False,False,False,False,False,False,False,False,False,10344_4.txt,negative
6,198,6.0,3.5,1,False,False,False,False,False,False,False,True,False,False,False,10345_4.txt,negative
27,487,24.5,15.625,6,True,False,False,False,False,False,True,True,False,False,False,10346_4.txt,negative
23,413,8.125,9.125,2,True,False,False,False,False,False,False,False,False,False,False,10347_4.txt,negative
11,177,4.625,5.875,4,False,False,False,False,False,False,False,False,False,False,False,10348_1.txt,negative
8,161,5.75,5.125,2,False,False,False,False,False,False,False,False,False,False,False,10349_4.txt,negative
9,134,5.75,6.875,2,False,False,True,False,False,False,False,False,False,False,False,1034_2.txt,negative
53,1003,38.875,41.25,11,True,True,False,False,False,False,False,False,True,False,False,10350_1.txt,negative
9,135,3.875,4.875,3,True,False,False,False,False,False,False,False,False,False,False,10351_1.txt,negative
13,367,15.25,15.875,2,False,False,False,False,False,False,False,False,False,False,False,10352_4.txt,negative
23,214,10.25,10.25,7,True,False,False,True,False,False,False,False,False,False,False,10353_3.txt,negative
15,206,8.875,10.625,9,False,False,False,False,True,False,False,False,False,False,False,10354_4.txt,negative
22,308,11.375,11.25,6,False,False,False,False,False,False,True,False,True,False,False,10355_1.txt,negative
25,403,14.375,15.125,6,False,False,False,False,False,True,False,False,True,False,True,10356_2.txt,negative
6,128,4.25,3.875,3,False,False,False,False,False,False,False,False,False,False,False,10357_1.txt,negative
12,194,8.125,5.875,2,True,False,False,False,False,False,False,False,True,False,False,10358_1.txt,negative
10,173,6.625,5.5,1,True,False,False,False,False,True,True,False,True,False,False,10359_1.txt,negative
10,118,5.75,3.875,0,True,False,False,True,True,False,False,False,False,False,False,1035_1.txt,negative
12,149,9.125,8.0,5,False,False,False,False,False,False,False,False,False,False,False,10360_3.txt,negative
13,204,11.0,7.0,5,False,False,False,False,True,False,False,False,False,False,True,10361_1.txt,negative
14,126,5.75,4.375,0,False,False,False,False,False,False,False,False,False,False,False,10362_1.txt,negative
7,124,5.125,3.125,1,False,False,False,False,False,False,False,False,False,False,False,10363_2.txt,negative
4,125,6.25,3.875,2,False,False,False,False,True,True,False,False,False,False,False,10364_4.txt,negative
16,194,7.5,9.25,4,False,False,False,False,False,False,False,False,False,False,False,10365_1.txt,negative
6,144,6.5,3.25,1,False,False,False,False,False,False,False,False,True,False,False,10366_1.txt,negative
7,119,5.5,7.5,3,False,False,False,False,False,False,False,False,False,False,False,10367_4.txt,negative
18,254,10.0,11.375,4,True,False,False,True,False,False,False,False,False,False,False,10368_1.txt,negative
13,196,7.125,9.875,5,True,False,False,False,True,False,False,False,False,False,False,10369_1.txt,negative
8,90,3.0,3.75,1,False,False,False,False,False,False,False,False,False,False,False,1036_3.txt,negative
9,171,7.75,7.625,3,False,False,False,False,False,True,False,False,False,False,False,10370_4.txt,negative
22,370,13.625,13.875,5,True,False,False,False,False,False,False,False,False,False,False,10371_3.txt,negative
5,104,3.375,3.0,1,False,False,False,False,False,False,False,False,False,False,False,10372_3.txt,negative
12,114,4.375,5.125,3,False,False,False,False,False,False,False,False,True,False,False,10373_3.txt,negative
14,160,7.375,6.125,2,True,False,False,False,False,False,False,False,False,False,False,10374_1.txt,negative
6,51,2.0,3.625,1,True,False,False,False,False,False,False,False,False,False,False,10375_1.txt,negative
9,131,1.75,4.5,2,True,False,False,False,True,False,False,False,False,False,False,10376_1.txt,negative
2,42,2.375,3.375,1,False,False,False,False,False,False,False,False,False,False,False,10377_1.txt,negative
30,405,14.875,17.875,8,False,False,False,False,False,False,False,False,False,False,False,10378_2.txt,negative
